Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/18/2020 11:35:00,NORTH,61755,-8.89,-1.2,29.19
02/18/2020 11:35:00,NPX,61845,21.54,1.94,1.9
02/18/2020 11:35:00,O H,61846,12.44,-0.17,8.9
02/18/2020 11:35:00,PJM,61847,15.78,1.33,7.06
02/18/2020 11:35:00,WEST,61752,12.87,0.26,8.89
02/18/2020 11:40:00,CAPITL,61757,16.73,1.97,6.71
02/18/2020 11:40:00,CENTRL,61754,13.39,0.88,8.96
02/18/2020 11:40:00,DUNWOD,61760,18.28,2.47,5.65
02/18/2020 11:40:00,GENESE,61753,12.91,0.49,9.04
02/18/2020 11:40:00,H Q,61844,-11.55,-0.82,32.2
02/18/2020 11:40:00,HUD VL,61758,17.96,2.17,5.67
02/18/2020 11:40:00,LONGIL,61762,37.27,3.16,-12.65
02/18/2020 11:40:00,MHK VL,61756,11.68,1.22,11.01
02/18/2020 11:40:00,MILLWD,61759,18.15,2.36,5.68
02/18/2020 11:40:00,N.Y.C.,61761,20.52,2.7,3.64
02/18/2020 11:40:00,NORTH,61755,-8.89,-1.22,29.13
02/18/2020 11:40:00,NPX,61845,21.53,1.95,1.89
02/18/2020 11:40:00,O H,61846,12.41,-0.17,8.88
02/18/2020 11:40:00,PJM,61847,15.73,1.31,7.04
02/18/2020 11:40:00,WEST,61752,12.87,0.28,8.87
02/18/2020 11:45:00,CAPITL,61757,16.73,1.97,6.72
02/18/2020 11:45:00,CENTRL,61754,13.39,0.88,8.97
02/18/2020 11:45:00,DUNWOD,61760,18.28,2.47,5.66
02/18/2020 11:45:00,GENESE,61753,12.91,0.49,9.05
02/18/2020 11:45:00,H Q,61844,-11.57,-0.82,32.23
02/18/2020 11:45:00,HUD VL,61758,17.97,2.17,5.67
02/18/2020 11:45:00,LONGIL,61762,37.31,3.18,-12.66
02/18/2020 11:45:00,MHK VL,61756,11.7,1.24,11.02
02/18/2020 11:45:00,MILLWD,61759,18.15,2.36,5.68
02/18/2020 11:45:00,N.Y.C.,61761,20.53,2.71,3.65
02/18/2020 11:45:00,NORTH,61755,-8.89,-1.2,29.16
02/18/2020 11:45:00,NPX,61845,21.53,1.95,1.89
02/18/2020 11:45:00,O H,61846,12.41,-0.17,8.89
02/18/2020 11:45:00,PJM,61847,15.75,1.33,7.05
02/18/2020 11:45:00,WEST,61752,12.87,0.28,8.88
02/18/2020 11:50:00,CAPITL,61757,16.81,1.98,6.72
02/18/2020 11:50:00,CENTRL,61754,13.46,0.88,8.97
02/18/2020 11:50:00,DUNWOD,61760,18.36,2.48,5.67
02/18/2020 11:50:00,GENESE,61753,12.94,0.45,9.06
02/18/2020 11:50:00,H Q,61844,-11.53,-0.82,32.26
02/18/2020 11:50:00,HUD VL,61758,18.05,2.18,5.68
02/18/2020 11:50:00,LONGIL,61762,37.29,3.19,-12.55
02/18/2020 11:50:00,MHK VL,61756,11.77,1.25,11.03
02/18/2020 11:50:00,MILLWD,61759,18.23,2.37,5.69
02/18/2020 11:50:00,N.Y.C.,61761,20.98,2.72,3.29
02/18/2020 11:50:00,NORTH,61755,-8.85,-1.21,29.19
02/18/2020 11:50:00,NPX,61845,20.73,1.96,2.78
02/18/2020 11:50:00,O H,61846,12.44,-0.22,8.9
02/18/2020 11:50:00,PJM,61847,15.81,1.31,7.06
02/18/2020 11:50:00,WEST,61752,12.9,0.24,8.89
02/18/2020 11:55:00,CAPITL,61757,16.73,1.96,6.71
02/18/2020 11:55:00,CENTRL,61754,13.41,0.88,8.96
02/18/2020 11:55:00,DUNWOD,61760,18.32,2.49,5.65
02/18/2020 11:55:00,GENESE,61753,12.91,0.47,9.05
02/18/2020 11:55:00,H Q,61844,-11.53,-0.82,32.2
02/18/2020 11:55:00,HUD VL,61758,17.99,2.17,5.67
02/18/2020 11:55:00,LONGIL,61762,37.27,3.18,-12.6
02/18/2020 11:55:00,MHK VL,61756,11.72,1.25,11.01
02/18/2020 11:55:00,MILLWD,61759,18.17,2.36,5.68
02/18/2020 11:55:00,N.Y.C.,61761,20.88,2.71,3.31
02/18/2020 11:55:00,NORTH,61755,-8.87,-1.22,29.14
02/18/2020 11:55:00,NPX,61845,20.67,1.96,2.77
02/18/2020 11:55:00,O H,61846,12.44,-0.17,8.88
02/18/2020 11:55:00,PJM,61847,15.78,1.33,7.04
02/18/2020 11:55:00,WEST,61752,12.87,0.26,8.87
02/18/2020 12:00:00,CAPITL,61757,16.72,1.95,6.68
02/18/2020 12:00:00,CENTRL,61754,13.41,0.88,8.92
02/18/2020 12:00:00,DUNWOD,61760,18.31,2.49,5.63
02/18/2020 12:00:00,GENESE,61753,12.91,0.47,9.01
02/18/2020 12:00:00,H Q,61844,-11.43,-0.82,32.07
02/18/2020 12:00:00,HUD VL,61758,17.97,2.17,5.64
02/18/2020 12:00:00,LONGIL,61762,19.26,3.17,5.36
02/18/2020 12:00:00,MHK VL,61756,11.73,1.24,10.96
02/18/2020 12:00:00,MILLWD,61759,18.16,2.36,5.65
02/18/2020 12:00:00,N.Y.C.,61761,20.54,2.7,3.62
02/18/2020 12:00:00,NORTH,61755,-8.79,-1.22,29.02
02/18/2020 12:00:00,NPX,61845,20.65,1.95,2.75
02/18/2020 12:00:00,O H,61846,12.43,-0.17,8.84
02/18/2020 12:00:00,PJM,61847,15.74,1.31,7.01
02/18/2020 12:00:00,WEST,61752,12.87,0.26,8.84
02/18/2020 12:05:00,CAPITL,61757,15.11,1.52,2.96
02/18/2020 12:05:00,CENTRL,61754,13.19,0.6,3.95
02/18/2020 12:05:00,DUNWOD,61760,15.98,1.92,2.5
02/18/2020 12:05:00,GENESE,61753,12.79,0.23,3.99
02/18/2020 12:05:00,H Q,61844,1.72,-0.61,14.22
02/18/2020 12:05:00,HUD VL,61758,15.74,1.69,2.5
02/18/2020 12:05:00,LONGIL,61762,16.54,2.45,2.46
02/18/2020 12:05:00,MHK VL,61756,12.64,0.94,4.86
02/18/2020 12:05:00,MILLWD,61759,15.87,1.82,2.51
02/18/2020 12:05:00,N.Y.C.,61761,16.9,2.09,1.74
02/18/2020 12:05:00,NORTH,61755,2.78,-0.91,12.86
02/18/2020 12:05:00,NPX,61845,20.29,1.51,-2.23
02/18/2020 12:05:00,O H,61846,12.32,-0.32,3.92
02/18/2020 12:05:00,PJM,61847,14.39,0.94,3.11
02/18/2020 12:05:00,WEST,61752,12.65,0.02,3.92
02/18/2020 12:10:00,CAPITL,61757,15.22,1.42,1.6
02/18/2020 12:10:00,CENTRL,61754,13.77,0.51,2.14
02/18/2020 12:10:00,DUNWOD,61760,15.87,1.82,1.35
02/18/2020 12:10:00,GENESE,61753,13.4,0.15,2.16
02/18/2020 12:10:00,H Q,61844,7.14,-0.57,7.7
02/18/2020 12:10:00,HUD VL,61758,15.64,1.59,1.35
02/18/2020 12:10:00,LONGIL,61762,16.38,2.31,1.34
02/18/2020 12:10:00,MHK VL,61756,13.62,0.85,2.64
02/18/2020 12:10:00,MILLWD,61759,15.78,1.73,1.36
02/18/2020 12:10:00,N.Y.C.,61761,17.68,1.97,-0.3
02/18/2020 12:10:00,NORTH,61755,7.63,-0.82,6.96
02/18/2020 12:10:00,NPX,61845,20.25,1.42,-3.43
02/18/2020 12:10:00,O H,61846,12.91,-0.37,2.12
02/18/2020 12:10:00,PJM,61847,14.59,0.86,1.68
02/18/2020 12:10:00,WEST,61752,13.21,-0.08,2.12
02/18/2020 12:15:00,CAPITL,61757,15.27,1.38,0.9
02/18/2020 12:15:00,CENTRL,61754,14.09,0.5,1.21
02/18/2020 12:15:00,DUNWOD,61760,15.78,1.74,0.76
02/18/2020 12:15:00,GENESE,61753,13.74,0.16,1.22
02/18/2020 12:15:00,H Q,61844,9.91,-0.55,4.34
02/18/2020 12:15:00,HUD VL,61758,15.56,1.52,0.76
02/18/2020 12:15:00,LONGIL,61762,22.69,2.22,-5.68
02/18/2020 12:15:00,MHK VL,61756,14.14,0.83,1.49
02/18/2020 12:15:00,MILLWD,61759,15.69,1.66,0.76
02/18/2020 12:15:00,N.Y.C.,61761,17.5,1.91,-0.8
02/18/2020 12:15:00,NORTH,61755,10.07,-0.8,3.92
02/18/2020 12:15:00,NPX,61845,20.22,1.38,-4.05
02/18/2020 12:15:00,O H,61846,13.29,-0.31,1.2
02/18/2020 12:15:00,PJM,61847,14.7,0.86,0.95
02/18/2020 12:15:00,WEST,61752,13.57,-0.03,1.2
02/18/2020 12:20:00,CAPITL,61757,16.58,1.75,4.15
02/18/2020 12:20:00,CENTRL,61754,14.15,0.72,5.55
02/18/2020 12:20:00,DUNWOD,61760,17.74,2.26,3.5
02/18/2020 12:20:00,GENESE,61753,13.7,0.32,5.6
02/18/2020 12:20:00,H Q,61844,-1.67,-0.7,19.95
02/18/2020 12:20:00,HUD VL,61758,17.45,1.97,3.51
02/18/2020 12:20:00,LONGIL,61762,37.09,2.87,-15.24
02/18/2020 12:20:00,MHK VL,61756,13.23,1.08,6.84
02/18/2020 12:20:00,MILLWD,61759,17.59,2.13,3.52
02/18/2020 12:20:00,N.Y.C.,61761,21.4,2.47,0.05
02/18/2020 12:20:00,NORTH,61755,-0.09,-1.03,18.05
02/18/2020 12:20:00,NPX,61845,20.2,1.75,0.53
02/18/2020 12:20:00,O H,61846,13.26,-0.23,5.5
02/18/2020 12:20:00,PJM,61847,15.8,1.18,4.36
02/18/2020 12:20:00,WEST,61752,13.64,0.15,5.5
02/18/2020 12:25:00,CAPITL,61757,15.24,1.4,1.35
02/18/2020 12:25:00,CENTRL,61754,13.97,0.58,1.8
02/18/2020 12:25:00,DUNWOD,61760,15.87,1.81,1.14
02/18/2020 12:25:00,GENESE,61753,13.65,0.27,1.82
02/18/2020 12:25:00,H Q,61844,8.16,-0.56,6.48
02/18/2020 12:25:00,HUD VL,61758,15.64,1.58,1.14
02/18/2020 12:25:00,LONGIL,61762,33.16,2.29,-15.67
02/18/2020 12:25:00,MHK VL,61756,13.84,0.87,2.22
02/18/2020 12:25:00,MILLWD,61759,15.75,1.7,1.14
02/18/2020 12:25:00,N.Y.C.,61761,17.68,1.97,-0.51
02/18/2020 12:25:00,NORTH,61755,8.53,-0.81,5.86
02/18/2020 12:25:00,NPX,61845,18.55,1.4,-1.96
02/18/2020 12:25:00,O H,61846,13.24,-0.17,1.79
02/18/2020 12:25:00,PJM,61847,14.74,0.96,1.42
02/18/2020 12:25:00,WEST,61752,13.53,0.12,1.78
02/18/2020 12:30:00,CAPITL,61757,15.37,1.24,-0.77
02/18/2020 12:30:00,CENTRL,61754,13.96,0.48,-0.12
02/18/2020 12:30:00,DUNWOD,61760,15.51,1.58,-0.57
02/18/2020 12:30:00,GENESE,61753,13.66,0.2,-0.1
02/18/2020 12:30:00,H Q,61844,12.86,-0.49,0
02/18/2020 12:30:00,HUD VL,61758,15.3,1.38,-0.57
02/18/2020 12:30:00,LONGIL,61762,15.94,1.99,-0.59
02/18/2020 12:30:00,MHK VL,61756,14.23,0.75,-0.12
02/18/2020 12:30:00,MILLWD,61759,15.42,1.48,-0.58
02/18/2020 12:30:00,N.Y.C.,61761,16.57,1.71,-1.5
02/18/2020 12:30:00,NORTH,61755,12.65,-0.71,0
02/18/2020 12:30:00,NPX,61845,18.42,1.24,-3.82
02/18/2020 12:30:00,O H,61846,13.27,-0.2,-0.12
02/18/2020 12:30:00,PJM,61847,14.53,0.81,-0.36
02/18/2020 12:30:00,WEST,61752,13.53,0.05,-0.12
02/18/2020 12:35:00,CAPITL,61757,15.39,1.24,-0.85
02/18/2020 12:35:00,CENTRL,61754,13.92,0.48,-0.13
02/18/2020 12:35:00,DUNWOD,61760,15.52,1.58,-0.63
02/18/2020 12:35:00,GENESE,61753,13.64,0.23,-0.11
02/18/2020 12:35:00,H Q,61844,12.81,-0.49,0
02/18/2020 12:35:00,HUD VL,61758,15.31,1.38,-0.62
02/18/2020 12:35:00,LONGIL,61762,16.19,2,-0.89
02/18/2020 12:35:00,MHK VL,61756,14.18,0.74,-0.13
02/18/2020 12:35:00,MILLWD,61759,15.43,1.49,-0.63
02/18/2020 12:35:00,N.Y.C.,61761,16.95,1.72,-1.92
02/18/2020 12:35:00,NORTH,61755,12.6,-0.71,0
02/18/2020 12:35:00,NPX,61845,18.65,1.24,-4.11
02/18/2020 12:35:00,O H,61846,13.26,-0.17,-0.13
02/18/2020 12:35:00,PJM,61847,14.51,0.81,-0.4
02/18/2020 12:35:00,WEST,61752,13.51,0.08,-0.13
02/18/2020 12:40:00,CAPITL,61757,15.38,1.24,-0.81
02/18/2020 12:40:00,CENTRL,61754,13.93,0.48,-0.13
02/18/2020 12:40:00,DUNWOD,61760,15.5,1.57,-0.6
02/18/2020 12:40:00,GENESE,61753,13.64,0.21,-0.1
02/18/2020 12:40:00,H Q,61844,12.83,-0.49,0
02/18/2020 12:40:00,HUD VL,61758,15.3,1.37,-0.6
02/18/2020 12:40:00,LONGIL,61762,16.19,2,-0.86
02/18/2020 12:40:00,MHK VL,61756,14.2,0.75,-0.13
02/18/2020 12:40:00,MILLWD,61759,15.43,1.49,-0.61
02/18/2020 12:40:00,N.Y.C.,61761,16.92,1.72,-1.88
02/18/2020 12:40:00,NORTH,61755,12.63,-0.69,0
02/18/2020 12:40:00,NPX,61845,18.64,1.24,-4.08
02/18/2020 12:40:00,O H,61846,13.27,-0.17,-0.12
02/18/2020 12:40:00,PJM,61847,14.52,0.81,-0.38
02/18/2020 12:40:00,WEST,61752,13.53,0.08,-0.12
02/18/2020 12:45:00,CAPITL,61757,15.33,1.32,0
02/18/2020 12:45:00,CENTRL,61754,14.52,0.5,0
02/18/2020 12:45:00,DUNWOD,61760,15.67,1.65,0
02/18/2020 12:45:00,GENESE,61753,14.26,0.24,0
02/18/2020 12:45:00,H Q,61844,13.5,-0.52,0
02/18/2020 12:45:00,HUD VL,61758,15.46,1.44,0
02/18/2020 12:45:00,LONGIL,61762,16.37,2.09,-0.26
02/18/2020 12:45:00,MHK VL,61756,14.8,0.78,0
02/18/2020 12:45:00,MILLWD,61759,15.59,1.57,0
02/18/2020 12:45:00,N.Y.C.,61761,17.28,1.81,-1.45
02/18/2020 12:45:00,NORTH,61755,13.29,-0.73,0
02/18/2020 12:45:00,NPX,61845,18.7,1.3,-3.38
02/18/2020 12:45:00,O H,61846,13.83,-0.18,0
02/18/2020 12:45:00,PJM,61847,14.87,0.86,0
02/18/2020 12:45:00,WEST,61752,14.12,0.1,0
02/18/2020 12:50:00,CAPITL,61757,15.36,1.31,0
02/18/2020 12:50:00,CENTRL,61754,14.6,0.55,0
02/18/2020 12:50:00,DUNWOD,61760,15.7,1.64,0
02/18/2020 12:50:00,GENESE,61753,14.35,0.3,0
02/18/2020 12:50:00,H Q,61844,13.54,-0.52,0
02/18/2020 12:50:00,HUD VL,61758,15.5,1.45,0
02/18/2020 12:50:00,LONGIL,61762,36.98,2.09,-20.82
02/18/2020 12:50:00,MHK VL,61756,14.87,0.81,0
02/18/2020 12:50:00,MILLWD,61759,15.62,1.56,0
02/18/2020 12:50:00,N.Y.C.,61761,17.33,1.8,-1.48
02/18/2020 12:50:00,NORTH,61755,13.31,-0.75,0
02/18/2020 12:50:00,NPX,61845,20.77,1.29,-5.42
02/18/2020 12:50:00,O H,61846,13.96,-0.1,0
02/18/2020 12:50:00,PJM,61847,14.96,0.9,0
02/18/2020 12:50:00,WEST,61752,14.24,0.18,0
02/18/2020 12:55:00,CAPITL,61757,15.39,1.31,0
02/18/2020 12:55:00,CENTRL,61754,14.65,0.56,0
02/18/2020 12:55:00,DUNWOD,61760,15.74,1.66,0
02/18/2020 12:55:00,GENESE,61753,14.38,0.3,0
02/18/2020 12:55:00,H Q,61844,13.56,-0.52,0
02/18/2020 12:55:00,HUD VL,61758,15.52,1.44,0
02/18/2020 12:55:00,LONGIL,61762,36.98,2.1,-20.79
02/18/2020 12:55:00,MHK VL,61756,14.9,0.82,0
02/18/2020 12:55:00,MILLWD,61759,15.64,1.56,0
02/18/2020 12:55:00,N.Y.C.,61761,17.4,1.8,-1.52
02/18/2020 12:55:00,NORTH,61755,13.35,-0.73,0
02/18/2020 12:55:00,NPX,61845,20.8,1.29,-5.42
02/18/2020 12:55:00,O H,61846,14,-0.08,0
02/18/2020 12:55:00,PJM,61847,14.98,0.9,0
02/18/2020 12:55:00,WEST,61752,14.28,0.2,0
02/18/2020 13:00:00,CAPITL,61757,17.04,1.46,0
02/18/2020 13:00:00,CENTRL,61754,16.14,0.56,0
02/18/2020 13:00:00,DUNWOD,61760,17.41,1.84,0
02/18/2020 13:00:00,GENESE,61753,15.79,0.22,0
02/18/2020 13:00:00,H Q,61844,15.02,-0.56,0
02/18/2020 13:00:00,HUD VL,61758,17.17,1.59,0
02/18/2020 13:00:00,LONGIL,61762,37.01,2.32,-19.11
02/18/2020 13:00:00,MHK VL,61756,16.45,0.87,0
02/18/2020 13:00:00,MILLWD,61759,17.3,1.73,0
02/18/2020 13:00:00,N.Y.C.,61761,33.47,1.99,-15.9
02/18/2020 13:00:00,NORTH,61755,14.78,-0.79,0
02/18/2020 13:00:00,NPX,61845,22.43,1.43,-5.42
02/18/2020 13:00:00,O H,61846,15.3,-0.28,0
02/18/2020 13:00:00,PJM,61847,16.49,0.92,0
02/18/2020 13:00:00,WEST,61752,15.61,0.03,0
02/18/2020 13:05:00,CAPITL,61757,17.63,1.5,0
02/18/2020 13:05:00,CENTRL,61754,16.71,0.58,0
02/18/2020 13:05:00,DUNWOD,61760,18.02,1.89,0
02/18/2020 13:05:00,GENESE,61753,16.34,0.21,0
02/18/2020 13:05:00,H Q,61844,15.55,-0.58,0
02/18/2020 13:05:00,HUD VL,61758,17.76,1.63,0
02/18/2020 13:05:00,LONGIL,61762,29.71,2.39,-11.19
02/18/2020 13:05:00,MHK VL,61756,17.03,0.9,0
02/18/2020 13:05:00,MILLWD,61759,17.92,1.79,0
02/18/2020 13:05:00,N.Y.C.,61761,32.32,2.07,-14.13
02/18/2020 13:05:00,NORTH,61755,15.29,-0.84,0
02/18/2020 13:05:00,NPX,61845,24.52,1.47,-6.92
02/18/2020 13:05:00,O H,61846,15.82,-0.31,0
02/18/2020 13:05:00,PJM,61847,17.08,0.95,0
02/18/2020 13:05:00,WEST,61752,16.15,0.02,0
02/18/2020 13:10:00,CAPITL,61757,17.73,1.51,0
02/18/2020 13:10:00,CENTRL,61754,16.8,0.58,0
02/18/2020 13:10:00,DUNWOD,61760,18.1,1.88,0
02/18/2020 13:10:00,GENESE,61753,16.46,0.24,0
02/18/2020 13:10:00,H Q,61844,15.64,-0.58,0
02/18/2020 13:10:00,HUD VL,61758,17.86,1.64,0
02/18/2020 13:10:00,LONGIL,61762,37,2.38,-18.4
02/18/2020 13:10:00,MHK VL,61756,17.13,0.91,0
02/18/2020 13:10:00,MILLWD,61759,18,1.78,0
02/18/2020 13:10:00,N.Y.C.,61761,23.49,2.06,-5.21
02/18/2020 13:10:00,NORTH,61755,15.37,-0.84,0
02/18/2020 13:10:00,NPX,61845,24.62,1.48,-6.92
02/18/2020 13:10:00,O H,61846,15.96,-0.26,0
02/18/2020 13:10:00,PJM,61847,17.19,0.97,0
02/18/2020 13:10:00,WEST,61752,16.28,0.07,0
02/18/2020 13:15:00,CAPITL,61757,17.11,1.46,0
02/18/2020 13:15:00,CENTRL,61754,16.22,0.56,0
02/18/2020 13:15:00,DUNWOD,61760,17.5,1.85,0
02/18/2020 13:15:00,GENESE,61753,15.85,0.19,0
02/18/2020 13:15:00,H Q,61844,15.09,-0.56,0
02/18/2020 13:15:00,HUD VL,61758,17.27,1.61,0
02/18/2020 13:15:00,LONGIL,61762,37.12,2.35,-19.12
02/18/2020 13:15:00,MHK VL,61756,16.53,0.88,0
02/18/2020 13:15:00,MILLWD,61759,17.41,1.75,0
02/18/2020 13:15:00,N.Y.C.,61761,22.99,2.02,-5.32
02/18/2020 13:15:00,NORTH,61755,14.84,-0.81,0
02/18/2020 13:15:00,NPX,61845,24.02,1.44,-6.92
02/18/2020 13:15:00,O H,61846,15.34,-0.31,0
02/18/2020 13:15:00,PJM,61847,16.61,0.96,0
02/18/2020 13:15:00,WEST,61752,15.66,0,0
02/18/2020 13:20:00,CAPITL,61757,17.6,1.48,0
02/18/2020 13:20:00,CENTRL,61754,16.71,0.6,0
02/18/2020 13:20:00,DUNWOD,61760,18.03,1.92,0
02/18/2020 13:20:00,GENESE,61753,16.32,0.21,0
02/18/2020 13:20:00,H Q,61844,15.54,-0.58,0
02/18/2020 13:20:00,HUD VL,61758,17.78,1.66,0
02/18/2020 13:20:00,LONGIL,61762,37.13,2.42,-18.6
02/18/2020 13:20:00,MHK VL,61756,17.02,0.9,0
02/18/2020 13:20:00,MILLWD,61759,17.92,1.8,0
02/18/2020 13:20:00,N.Y.C.,61761,23.42,2.08,-5.22
02/18/2020 13:20:00,NORTH,61755,15.26,-0.85,0
02/18/2020 13:20:00,NPX,61845,24.54,1.48,-6.94
02/18/2020 13:20:00,O H,61846,15.83,-0.29,0
02/18/2020 13:20:00,PJM,61847,17.12,1,0
02/18/2020 13:20:00,WEST,61752,16.13,0.02,0
02/18/2020 13:25:00,CAPITL,61757,17.6,1.48,0
02/18/2020 13:25:00,CENTRL,61754,16.7,0.58,0
02/18/2020 13:25:00,DUNWOD,61760,18.03,1.92,0
02/18/2020 13:25:00,GENESE,61753,16.29,0.18,0
02/18/2020 13:25:00,H Q,61844,15.54,-0.58,0
02/18/2020 13:25:00,HUD VL,61758,17.79,1.68,0
02/18/2020 13:25:00,LONGIL,61762,37.13,2.42,-18.59
02/18/2020 13:25:00,MHK VL,61756,17.02,0.9,0
02/18/2020 13:25:00,MILLWD,61759,17.94,1.82,0
02/18/2020 13:25:00,N.Y.C.,61761,23.43,2.09,-5.22
02/18/2020 13:25:00,NORTH,61755,15.26,-0.85,0
02/18/2020 13:25:00,NPX,61845,24.54,1.48,-6.94
02/18/2020 13:25:00,O H,61846,15.79,-0.32,0
02/18/2020 13:25:00,PJM,61847,17.1,0.98,0
02/18/2020 13:25:00,WEST,61752,16.1,-0.02,0
02/18/2020 13:30:00,CAPITL,61757,18.01,1.52,0
02/18/2020 13:30:00,CENTRL,61754,17.12,0.63,0
02/18/2020 13:30:00,DUNWOD,61760,18.47,1.98,0
02/18/2020 13:30:00,GENESE,61753,16.7,0.21,0
02/18/2020 13:30:00,H Q,61844,15.88,-0.61,0
02/18/2020 13:30:00,HUD VL,61758,18.22,1.73,0
02/18/2020 13:30:00,LONGIL,61762,37.13,2.49,-18.15
02/18/2020 13:30:00,MHK VL,61756,17.43,0.94,0
02/18/2020 13:30:00,MILLWD,61759,18.37,1.88,0
02/18/2020 13:30:00,N.Y.C.,61761,23.8,2.16,-5.15
02/18/2020 13:30:00,NORTH,61755,15.58,-0.91,0
02/18/2020 13:30:00,NPX,61845,24.97,1.53,-6.94
02/18/2020 13:30:00,O H,61846,16.19,-0.3,0
02/18/2020 13:30:00,PJM,61847,17.53,1.04,0
02/18/2020 13:30:00,WEST,61752,16.52,0.03,0
02/18/2020 13:35:00,CAPITL,61757,17.11,1.44,0
02/18/2020 13:35:00,CENTRL,61754,16.25,0.58,0
02/18/2020 13:35:00,DUNWOD,61760,17.55,1.88,0
02/18/2020 13:35:00,GENESE,61753,15.86,0.19,0
02/18/2020 13:35:00,H Q,61844,15.09,-0.58,0
02/18/2020 13:35:00,HUD VL,61758,17.3,1.63,0
02/18/2020 13:35:00,LONGIL,61762,37.14,2.37,-19.1
02/18/2020 13:35:00,MHK VL,61756,16.55,0.88,0
02/18/2020 13:35:00,MILLWD,61759,17.44,1.77,0
02/18/2020 13:35:00,N.Y.C.,61761,23.02,2.04,-5.31
02/18/2020 13:35:00,NORTH,61755,14.83,-0.85,0
02/18/2020 13:35:00,NPX,61845,24.15,1.46,-7.01
02/18/2020 13:35:00,O H,61846,15.36,-0.31,0
02/18/2020 13:35:00,PJM,61847,16.63,0.96,0
02/18/2020 13:35:00,WEST,61752,15.67,0,0
02/18/2020 13:40:00,CAPITL,61757,17.06,1.44,0
02/18/2020 13:40:00,CENTRL,61754,16.22,0.59,0
02/18/2020 13:40:00,DUNWOD,61760,17.5,1.87,0
02/18/2020 13:40:00,GENESE,61753,15.83,0.2,0
02/18/2020 13:40:00,H Q,61844,15.05,-0.58,0
02/18/2020 13:40:00,HUD VL,61758,17.27,1.64,0
02/18/2020 13:40:00,LONGIL,61762,37.13,2.37,-19.13
02/18/2020 13:40:00,MHK VL,61756,16.5,0.87,0
02/18/2020 13:40:00,MILLWD,61759,17.39,1.77,0
02/18/2020 13:40:00,N.Y.C.,61761,22.99,2.05,-5.32
02/18/2020 13:40:00,NORTH,61755,14.77,-0.86,0
02/18/2020 13:40:00,NPX,61845,24.09,1.45,-7.01
02/18/2020 13:40:00,O H,61846,15.36,-0.27,0
02/18/2020 13:40:00,PJM,61847,16.63,1,0
02/18/2020 13:40:00,WEST,61752,15.67,0.05,0
02/18/2020 13:45:00,CAPITL,61757,17.03,1.43,0
02/18/2020 13:45:00,CENTRL,61754,16.18,0.59,0
02/18/2020 13:45:00,DUNWOD,61760,17.46,1.87,0
02/18/2020 13:45:00,GENESE,61753,15.81,0.22,0
02/18/2020 13:45:00,H Q,61844,15,-0.59,0
02/18/2020 13:45:00,HUD VL,61758,17.23,1.64,0
02/18/2020 13:45:00,LONGIL,61762,37.13,2.37,-19.17
02/18/2020 13:45:00,MHK VL,61756,16.47,0.87,0
02/18/2020 13:45:00,MILLWD,61759,17.35,1.76,0
02/18/2020 13:45:00,N.Y.C.,61761,22.96,2.04,-5.32
02/18/2020 13:45:00,NORTH,61755,14.72,-0.87,0
02/18/2020 13:45:00,NPX,61845,24.07,1.47,-7.01
02/18/2020 13:45:00,O H,61846,15.34,-0.25,0
02/18/2020 13:45:00,PJM,61847,16.61,1.01,0
02/18/2020 13:45:00,WEST,61752,15.67,0.08,0
02/18/2020 13:50:00,CAPITL,61757,16.94,1.41,0
02/18/2020 13:50:00,CENTRL,61754,16.12,0.59,0
02/18/2020 13:50:00,DUNWOD,61760,17.36,1.83,0
02/18/2020 13:50:00,GENESE,61753,15.78,0.25,0
02/18/2020 13:50:00,H Q,61844,14.95,-0.57,0
02/18/2020 13:50:00,HUD VL,61758,17.13,1.6,0
02/18/2020 13:50:00,LONGIL,61762,37.15,2.33,-19.29
02/18/2020 13:50:00,MHK VL,61756,16.38,0.85,0
02/18/2020 13:50:00,MILLWD,61759,17.24,1.71,0
02/18/2020 13:50:00,N.Y.C.,61761,22.88,2,-5.34
02/18/2020 13:50:00,NORTH,61755,14.67,-0.85,0
02/18/2020 13:50:00,NPX,61845,24.13,1.43,-7.18
02/18/2020 13:50:00,O H,61846,15.33,-0.2,0
02/18/2020 13:50:00,PJM,61847,16.52,0.99,0
02/18/2020 13:50:00,WEST,61752,15.65,0.12,0
02/18/2020 13:55:00,CAPITL,61757,16.99,1.43,0
02/18/2020 13:55:00,CENTRL,61754,16.14,0.58,0
02/18/2020 13:55:00,DUNWOD,61760,17.39,1.84,0
02/18/2020 13:55:00,GENESE,61753,15.79,0.23,0
02/18/2020 13:55:00,H Q,61844,14.98,-0.58,0
02/18/2020 13:55:00,HUD VL,61758,17.16,1.6,0
02/18/2020 13:55:00,LONGIL,61762,36.58,2.33,-18.68
02/18/2020 13:55:00,MHK VL,61756,16.41,0.86,0
02/18/2020 13:55:00,MILLWD,61759,17.29,1.73,0
02/18/2020 13:55:00,N.Y.C.,61761,22.9,2.01,-5.33
02/18/2020 13:55:00,NORTH,61755,14.69,-0.87,0
02/18/2020 13:55:00,NPX,61845,24.18,1.45,-7.18
02/18/2020 13:55:00,O H,61846,15.33,-0.23,0
02/18/2020 13:55:00,PJM,61847,16.52,0.97,0
